contig	start	stop	name	aCount	bCount	totalCount	log2_aFC	subject	samp
17	79523913	79604172	ENSG00000182446.9	232	327	559	-0.495165830371	SG148	S94
2	113973574	114036527	ENSG00000125618.12	38	0	38	inf	SG155	S42
3	126707437	126756235	ENSG00000114554.7	70	31	101	1.17508670656	SG031	S46
22	23247030	23247205	ENSG00000211678.2	0	47	47	-inf	SG155	S41
21	43916118	44001550	ENSG00000160190.9	318	229	547	0.473679167187	SG069	S48
5	96149731	96271097	ENSG00000247121.2	238	56	294	2.08746284125	SG031	S23
3	127783621	127872757	ENSG00000175792.7	138	200	338	-0.535331732997	SG043	S62
22	36622256	36636000	ENSG00000128335.9	215	143	358	0.588321512811	SG023	S96
1	31205316	31230667	ENSG00000162511.7	1306	1484	2790	-0.184336195074	SG023	S96
22	25844072	25916821	ENSG00000100058.8	106	58	164	0.869939459436	SG002	S72
22	50686121	50700254	ENSG00000188130.9	341	221	562	0.625725369633	SG042	S60
15	90773207	90776935	ENSG00000185043.6	22	69	91	-1.64909283814	SG002	S72
19	2977444	2995177	ENSG00000104953.14	5	26	31	-2.37851162325	SG030	S43
1	39997510	40024379	ENSG00000243970.1	0	27	27	-inf	SG152	S68
11	6947635	7005863	ENSG00000149054.10	11	33	44	-1.58496250072	SG043	S61
9	117904097	118164923	ENSG00000173077.10	29	0	29	inf	SG039	S74
7	128594948	128695198	ENSG00000064419.9	380	292	672	0.380031049451	SG148	S71
1	181143620	181151344	ENSG00000237292.1	3	24	27	-3.0	SG148	S94
5	150591711	150650001	ENSG00000196743.4	233	320	553	-0.457741950233	SG027	S22
11	62619460	62623386	ENSG00000255717.2	32	81	113	-1.3398500028799998	SG152	S91
11	2316875	2324279	ENSG00000110665.7	17	0	17	inf	SG155	S42
16	89627065	89630950	ENSG00000167526.9	273	191	464	0.515328312884	SG038	S76
11	87846410	87908635	ENSG00000123892.7	32	72	104	-1.16992500144	SG040	S50
14	106355942	106362435	ENSG00000244620.1	22	62	84	-1.4947646917500002	SG041	S82
1	40538379	40563375	ENSG00000131238.12	166	87	253	0.932095935498	SG043	S85
1	213025450	213031430	ENSG00000198468.3	12	47	59	-1.96962635096	SG041	S59
19	55896713	55914612	ENSG00000108107.8	341	481	822	-0.496265154746	SG069	S47
X	13396854	13397459	ENSG00000197582.5	0	90	90	-inf	SG040	S49
3	122246771	122283084	ENSG00000138496.12	110	199	309	-0.855264907019	SG041	S58
13	21727734	21750741	ENSG00000165480.11	188	26	214	2.8541491335400004	SG045	S56
14	77564440	77583630	ENSG00000198894.3	39	82	121	-1.07214978576	SG150	S69
10	125767184	125853206	ENSG00000182022.13	30	5	35	2.58496250072	SG022	S12
3	186648274	186796341	ENSG00000073849.10	1133	823	1956	0.461183525399	SG006	S28
20	5080486	5093749	ENSG00000089063.10	17	64	81	-1.91253715875	SG046	S81
20	33703167	33735167	ENSG00000088298.8	28	62	90	-1.14684138833	SG011	S8
14	93170152	93215047	ENSG00000100600.10	254	176	430	0.5292530681350001	SG042	S83
11	43851259	43902276	ENSG00000246250.2	105	60	165	0.807354922058	SG023	S96
13	46924248	46936733	ENSG00000241353.2	42	16	58	1.39231742278	SG150	S69
19	41903385	41930910	ENSG00000248098.6	18	58	76	-1.68805599369	SG148	S94
9	136627016	136857726	ENSG00000160293.12	258	356	614	-0.4645061755430001	SG038	S52
12	68383225	68628466	ENSG00000255733.1	19	52	71	-1.4525122047	SG046	S80
X	55478538	55479998	ENSG00000187601.3	12	50	62	-2.05889368905	SG003	S3
4	153021906	153025872	ENSG00000245954.2	14	0	14	inf	SG001	S1
2	113914902	113966973	ENSG00000125637.11	567	465	1032	0.286118018947	SG148	S71
19	17516503	17529713	ENSG00000269640.1	192	103	295	0.898461973538	SG152	S70
X	55744172	55785207	ENSG00000083750.8	1	21	22	-4.3923174227800015	SG007	S30
1	40222854	40254533	ENSG00000116985.6	3	21	24	-2.80735492206	SG011	S32
19	55896713	55914612	ENSG00000108107.8	500	383	883	0.384583702737	SG011	S8
17	49242796	49249108	ENSG00000243678.7	350	501	851	-0.517455681363	SG037	S54
3	8792094	8811314	ENSG00000180914.6	35	10	45	1.80735492206	SG002	S31
7	134777115	134855547	ENSG00000122783.12	444	344	788	0.368151111648	SG042	S83
11	7448497	7533746	ENSG00000251364.2	38	12	50	1.6629650127200002	SG027	S22
7	6201407	6312275	ENSG00000008256.11	18	48	66	-1.41503749928	SG041	S59
4	102332443	102995969	ENSG00000153064.7	16	62	78	-1.95419631039	SG021	S15
3	121350246	121379774	ENSG00000180353.6	1001	1306	2307	-0.38371292271	SG046	S57
20	36322408	36500531	ENSG00000132792.14	35	12	47	1.54432051622	SG038	S53
10	29698331	29776674	ENSG00000224597.5	4	36	40	-3.16992500144	SG152	S68
1	167599330	167675486	ENSG00000198771.6	281	154	435	0.867639779526	SG069	S24
16	89642176	89663654	ENSG00000178773.10	78	33	111	1.2410080995	SG046	S80
8	98787285	98865241	ENSG00000104341.12	29	83	112	-1.51705843622	SG045	S56
3	98239976	98312567	ENSG00000080819.2	259	369	628	-0.510668718374	SG069	S48
20	52169309	52191847	ENSG00000197670.5	70	118	188	-0.7533600324169999	SG038	S52
10	124608594	124639157	ENSG00000213185.2	6	24	30	-2.0	SG152	S91
1	111415775	111442550	ENSG00000143119.8	370	504	874	-0.445898462984	SG040	S50
8	8640864	8751155	ENSG00000147324.6	163	100	263	0.704871964456	SG043	S62
6	2887500	2903514	ENSG00000170542.5	366	194	560	0.915786996097	SG039	S75
15	90773207	90776935	ENSG00000185043.6	49	21	70	1.22239242134	SG003	S3
14	107178820	107179338	ENSG00000211974.2	1	38	39	-5.2479275134400005	SG149	S90
9	137533620	137736686	ENSG00000130635.11	30	295	325	-3.2976805486400003	SG149	S89
8	120569326	120685693	ENSG00000136960.8	25	5	30	2.32192809489	SG025	S10
19	983174	994569	ENSG00000065268.6	130	194	324	-0.577545029159	SG003	S27
1	160965001	160991138	ENSG00000158769.13	78	38	116	1.0374747054200002	SG042	S60
12	93936239	93965099	ENSG00000246985.3	14	1	15	3.80735492206	SG022	S11
8	11700033	11726957	ENSG00000164733.16	179	325	504	-0.860480130652	SG007	S30
12	56510370	56511727	ENSG00000229117.4	65	23	88	1.49880585697	SG045	S56
X	14026398	14048012	ENSG00000046647.9	3	47	50	-3.96962635096	SG152	S70
X	73012040	73048902	ENSG00000270641.1	17	62	79	-1.86673346914	SG003	S2
5	71403061	71505395	ENSG00000131711.10	20	2	22	3.32192809489	SG022	S12
10	3179920	3215003	ENSG00000107959.11	208	287	495	-0.464467208535	SG027	S44
17	5112256	5138155	ENSG00000161929.10	214	142	356	0.591719866896	SG069	S24
2	46717889	46769696	ENSG00000250565.2	6	25	31	-2.05889368905	SG152	S68
17	73521161	73571289	ENSG00000073350.9	4	29	33	-2.85798099513	SG043	S61
14	92582466	92588261	ENSG00000183648.5	238	158	396	0.5910370151309999	SG024	S36
1	206238872	206288647	ENSG00000196533.6	98	55	153	0.833350130591	SG155	S19
19	55128612	55148979	ENSG00000104972.10	418	208	626	1.00691941394	SG152	S70
16	16043434	16236931	ENSG00000103222.14	142	223	365	-0.651152780416	SG041	S59
22	22781876	22782371	ENSG00000211654.2	21	0	21	inf	SG023	S39
12	6554033	6560855	ENSG00000139193.3	370	228	598	0.6984914463519999	SG022	S11
12	4361901	4384231	ENSG00000255920.1	66	111	177	-0.7500217469920001	SG022	S35
3	122399465	122449687	ENSG00000173193.9	357	271	628	0.397631222675	SG030	S43
9	6716548	6727438	ENSG00000225489.2	7	29	36	-2.05062607307	SG152	S91
X	118892576	118894164	ENSG00000187808.3	21	4	25	2.39231742278	SG044	S63
11	62457747	62477317	ENSG00000168000.10	28	123	151	-2.13515958328	SG152	S68
21	43916118	44001550	ENSG00000160190.9	182	250	432	-0.457989644463	SG031	S95
13	43460524	43566385	ENSG00000133106.10	128	32	160	2.0	SG025	S34
19	17186591	17325346	ENSG00000099331.9	626	748	1374	-0.256875612955	SG002	S72
4	113195698	113207059	ENSG00000145365.10	222	154	376	0.527629325655	SG044	S86
11	576486	612222	ENSG00000070047.7	206	141	347	0.546949174784	SG043	S85
10	70847862	70864567	ENSG00000122862.4	695	557	1252	0.319335650271	SG021	S15
19	35759881	35770718	ENSG00000105698.11	444	350	794	0.34320475451800003	SG148	S94
5	96149731	96271097	ENSG00000247121.2	453	196	649	1.20865739593	SG043	S61
19	53097313	53193749	ENSG00000167766.14	37	97	134	-1.3904594765600002	SG037	S78
9	137533620	137736686	ENSG00000130635.11	419	26	445	4.01036671556	SG046	S57
17	38077294	38083854	ENSG00000172057.5	76	163	239	-1.10080064079	SG039	S51
3	121488610	121553926	ENSG00000173226.12	124	68	192	0.866733469137	SG031	S95
8	146015151	146017972	ENSG00000161016.11	2000	1702	3702	0.232768962976	SG039	S75
11	125440180	125462473	ENSG00000254671.1	19	55	74	-1.5334322000799998	SG021	S14
18	12991361	13125051	ENSG00000101639.14	103	171	274	-0.731351987703	SG040	S49
4	113195698	113207059	ENSG00000145365.10	212	129	341	0.7166931991399998	SG031	S46
1	16944751	16961054	ENSG00000215908.5	76	153	229	-1.00946032925	SG001	S1
1	111415775	111442550	ENSG00000143119.8	654	889	1543	-0.442892783332	SG026	S18
2	239008798	239041928	ENSG00000144488.10	40	9	49	2.15200309345	SG024	S13
21	45642874	45660849	ENSG00000160223.12	257	356	613	-0.470108881773	SG046	S81
5	177664619	178017556	ENSG00000050767.11	37	79	116	-1.09432738255	SG152	S70
6	116422012	116570660	ENSG00000178425.9	40	13	53	1.62148837675	SG026	S18
1	11994262	12035595	ENSG00000083444.12	147	85	232	0.790281408699	SG031	S46
1	111729796	111747157	ENSG00000162777.12	59	141	200	-1.25690830304	SG038	S53
22	44351301	44406411	ENSG00000100347.10	73	119	192	-0.704993204428	SG043	S85
18	34360019	34409068	ENSG00000134779.10	43	81	124	-0.913585248183	SG149	S66
19	35988122	36004560	ENSG00000161249.16	20	63	83	-1.65535182861	SG039	S74
7	141356611	141401953	ENSG00000257093.2	316	477	793	-0.5940647078279999	SG041	S59
19	10444452	10450499	ENSG00000076662.5	146	95	241	0.619968950549	SG043	S61
15	89179384	89199714	ENSG00000172183.10	239	339	578	-0.504274655156	SG069	S48
3	112640056	112693969	ENSG00000163606.6	10	37	47	-1.88752527074	SG045	S79
12	4361901	4384231	ENSG00000255920.1	117	176	293	-0.589066899054	SG040	S73
15	90773207	90776935	ENSG00000185043.6	113	43	156	1.39391420771	SG024	S36
5	95087023	95158709	ENSG00000173221.9	199	133	332	0.581342185042	SG027	S22
1	236681300	236716281	ENSG00000116977.14	396	520	916	-0.393011192949	SG045	S55
9	138898383	138987131	ENSG00000148411.3	20	1	21	4.3219280948900005	SG043	S85
6	89319985	89673348	ENSG00000111880.11	33	170	203	-2.36499681678	SG069	S47
20	37049235	37063996	ENSG00000196756.7	130	72	202	0.852442811586	SG030	S20
1	181143620	181151344	ENSG00000237292.1	2	23	25	-3.52356195606	SG030	S43
6	4115923	4135831	ENSG00000198721.8	63	121	184	-0.941583313775	SG041	S59
19	36525887	36545664	ENSG00000161277.9	19	3	22	2.66296501272	SG046	S81
3	194789008	194991896	ENSG00000173950.11	62	29	91	1.09621531526	SG069	S47
17	33800708	33864880	ENSG00000205045.4	39	95	134	-1.28445338947	SG155	S42
15	81451916	81601393	ENSG00000172349.12	88	145	233	-0.7204774713779999	SG042	S84
2	242673994	242708226	ENSG00000180902.12	335	164	499	1.03046528073	SG046	S81
3	150259781	150321015	ENSG00000120742.6	766	635	1401	0.270587800265	SG022	S12
22	22550113	22550860	ENSG00000211640.3	131	618	749	-2.23804002637	SG151	S88
9	130209953	130213684	ENSG00000197958.8	55	97	152	-0.818553128662	SG148	S94
6	25279306	25620758	ENSG00000079691.15	48	18	66	1.41503749928	SG069	S47
X	47431308	47479252	ENSG00000008056.8	51	137	188	-1.4256067409900002	SG040	S50
6	89319985	89673348	ENSG00000111880.11	248	103	351	1.2676957832	SG030	S21
15	86287340	86293512	ENSG00000259407.1	267	199	466	0.424071311144	SG152	S70
17	78109013	78120982	ENSG00000141543.5	192	132	324	0.540568381363	SG151	S65
4	76831809	76862102	ENSG00000138744.10	7	33	40	-2.2370391973	SG011	S32
7	142498725	142500432	ENSG00000211772.4	14	0	14	inf	SG037	S77
19	17186591	17325346	ENSG00000099331.9	764	636	1400	0.264545872751	SG044	S86
X	13707244	13728625	ENSG00000123595.5	0	12	12	-inf	SG152	S68
19	7112266	7294045	ENSG00000171105.9	130	62	192	1.06817150264	SG042	S60
7	1036622	1177896	ENSG00000146540.10	203	276	479	-0.443188539593	SG002	S7
6	42192669	42419789	ENSG00000124496.8	46	18	64	1.35363695461	SG022	S35
1	182350839	182361341	ENSG00000135821.12	138	88	226	0.6490928381409999	SG022	S35
10	97471536	97637023	ENSG00000138185.12	472	340	812	0.473252113224	SG043	S61
X	48433340	48437454	ENSG00000102317.13	6	416	422	-6.11547721742	SG152	S70
1	111415775	111442550	ENSG00000143119.8	882	1214	2096	-0.460917860698	SG152	S68
1	150702672	150738433	ENSG00000163131.6	84	144	228	-0.777607578664	SG026	S40
X	152599613	152625568	ENSG00000063587.12	215	6	221	5.16323034887	SG152	S68
12	109038885	109125372	ENSG00000110880.6	229	149	378	0.6200352676349999	SG069	S48
12	105380088	105443515	ENSG00000151131.5	82	140	222	-0.771731012327	SG031	S46
8	11413760	11415470	ENSG00000255518.1	158	106	264	0.575860293614	SG043	S62
17	48623667	48633213	ENSG00000006282.15	79	8	87	3.3037807481800003	SG024	S13
8	23154702	23282841	ENSG00000134013.11	30	4	34	2.90689059561	SG038	S52
12	120875893	120878545	ENSG00000111775.2	4	22	26	-2.45943161864	SG023	S16
12	104359582	104382652	ENSG00000139372.10	46	4	50	3.52356195606	SG037	S78
6	12514342	12515006	ENSG00000212802.3	0	74	74	-inf	SG006	S28
14	73704205	73741348	ENSG00000100767.11	11	0	11	inf	SG151	S64
14	100757448	100772884	ENSG00000197119.8	70	28	98	1.3219280948899998	SG031	S46
19	1009732	1021117	ENSG00000182087.8	452	620	1072	-0.455945442859	SG046	S80
4	5749811	5894785	ENSG00000072832.10	80	23	103	1.7983661388299998	SG041	S82
2	119981384	120023228	ENSG00000115107.15	37	11	48	1.75002174699	SG006	S4
1	183441351	183567381	ENSG00000116698.16	227	148	375	0.617095121662	SG023	S96
9	132649466	132805473	ENSG00000187239.12	369	214	583	0.7860100196590001	SG030	S43
20	4760669	4804291	ENSG00000101265.11	176	292	468	-0.7303929402429999	SG037	S54
22	22569184	22569660	ENSG00000211642.2	26	0	26	inf	SG148	S94
22	37309670	37336491	ENSG00000100368.9	8	61	69	-2.93073733756	SG041	S82
16	56965960	56977798	ENSG00000051108.10	138	198	336	-0.520832163301	SG040	S49
6	36644305	36655116	ENSG00000124762.9	847	666	1513	0.346839792261	SG043	S61
16	417384	420527	ENSG00000086504.11	120	61	181	0.976153258046	SG046	S57
20	62605466	62611361	ENSG00000130590.9	272	452	724	-0.7327161211650001	SG148	S94
14	76618259	76720685	ENSG00000089916.13	113	214	327	-0.921288023986	SG043	S62
2	233924677	234116549	ENSG00000168918.9	516	407	923	0.342342271157	SG148	S67
X	47431308	47479252	ENSG00000008056.8	41	94	135	-1.19703684706	SG007	S30
12	4361901	4384231	ENSG00000255920.1	95	178	273	-0.905877822635	SG043	S62
12	92536286	92539348	ENSG00000133639.3	93	206	299	-1.14734171608	SG007	S5
5	153708997	153825410	ENSG00000245275.3	44	96	140	-1.12553088208	SG150	S92
11	7448497	7533746	ENSG00000251364.2	14	54	68	-1.94753258011	SG006	S29
7	134853155	134854299	ENSG00000272941.1	91	50	141	0.863938450424	SG043	S85
3	40498783	40503861	ENSG00000188846.9	483	360	843	0.4240262825060001	SG042	S60
X	134382867	134478012	ENSG00000186376.10	2	26	28	-3.70043971814	SG031	S23
17	76104917	76106538	ENSG00000204282.3	27	6	33	2.16992500144	SG149	S66
18	32556892	32723434	ENSG00000166974.8	296	210	506	0.495207847963	SG149	S89
1	2488136	2496821	ENSG00000157873.13	665	544	1209	0.28974768913800003	SG152	S68
22	50354161	50357728	ENSG00000198355.4	1089	1297	2386	-0.252174525535	SG043	S61
19	7753644	7767032	ENSG00000104921.10	2648	1260	3908	1.07147938842	SG030	S21
4	68584714	68589980	ENSG00000270228.1	49	13	62	1.91427012597	SG152	S91
X	13752832	13787480	ENSG00000046651.10	7	53	60	-2.92056553251	SG152	S68
20	34894258	35157040	ENSG00000080845.13	57	107	164	-0.908576972236	SG046	S57
6	53132196	53213947	ENSG00000012660.9	44	81	125	-0.880418384247	SG043	S61
22	22550113	22550860	ENSG00000211640.3	11	100	111	-3.18442457114	SG027	S22
12	63359095	63359764	ENSG00000139239.6	18	0	18	inf	SG150	S93
6	167412670	167466201	ENSG00000213066.7	344	254	598	0.43758006793	SG151	S65
11	121322912	121504402	ENSG00000137642.8	360	496	856	-0.462343214057	SG022	S11
19	7459999	7537363	ENSG00000104880.13	150	217	367	-0.532732541949	SG152	S91
8	142136143	142140060	ENSG00000253210.1	7	27	34	-1.94753258011	SG152	S70
11	289138	296107	ENSG00000142102.11	225	96	321	1.2288186905	SG155	S19
14	94843084	94857030	ENSG00000197249.8	0	11	11	-inf	SG069	S48
7	56078744	56119297	ENSG00000146733.9	107	1	108	6.7414669864	SG030	S43
3	122296449	122357894	ENSG00000173200.8	41	84	125	-1.03476541816	SG148	S67
6	43968317	43973695	ENSG00000181577.11	97	51	148	0.927487500216	SG041	S59
22	22657589	22664766	ENSG00000272779.1	24	66	90	-1.4594316186399998	SG155	S19
20	61640735	61716423	ENSG00000272259.1	161	396	557	-1.29843974196	SG150	S69
16	84211525	84220669	ENSG00000103168.12	311	184	495	0.757208814074	SG039	S51
17	3413796	3461289	ENSG00000167723.10	30	85	115	-1.50250034053	SG031	S46
X	9983602	10112518	ENSG00000047644.13	0	16	16	-inf	SG152	S70
2	219081817	219119079	ENSG00000163466.11	93	33	126	1.4947646917500002	SG011	S32
15	22892005	23004683	ENSG00000068793.13	35	75	110	-1.09953567355	SG152	S70
X	153625495	153632038	ENSG00000147403.12	57	4	61	3.83289001416	SG046	S57
1	62660503	62678000	ENSG00000240563.1	0	12	12	-inf	SG023	S16
3	142720310	142779567	ENSG00000163714.13	43	14	57	1.61890983264	SG045	S55
2	26413504	26467594	ENSG00000084754.6	250	337	587	-0.4308204965199999	SG021	S15
22	47080308	47134158	ENSG00000100422.9	29	73	102	-1.33184356375	SG002	S72
19	16177831	16213813	ENSG00000167460.10	356	158	514	1.17195268279	SG149	S90
11	102391239	102401484	ENSG00000137673.4	86	27	113	1.67137725254	SG042	S84
22	50713408	50746056	ENSG00000196576.10	136	198	334	-0.541893778829	SG001	S1
1	101788893	101855859	ENSG00000231671.1	122	12	134	3.34577483684	SG038	S52
8	144349603	144359101	ENSG00000250571.2	61	109	170	-0.8374469872139999	SG148	S94
10	105148823	105156223	ENSG00000173915.8	9	43	52	-2.25633975326	SG031	S23
17	3511556	3539616	ENSG00000197417.7	60	28	88	1.09953567355	SG155	S19
3	186648274	186796341	ENSG00000073849.10	769	1083	1852	-0.493977739647	SG001	S26
22	17517460	17541715	ENSG00000237438.2	69	244	313	-1.82221288078	SG148	S71
1	101788893	101855859	ENSG00000231671.1	2	83	85	-5.37503943135	SG150	S69
17	16342136	16381992	ENSG00000175061.13	488	695	1183	-0.510131830048	SG038	S52
6	38683117	38998301	ENSG00000124721.13	30	8	38	1.90689059561	SG022	S11
16	420773	434396	ENSG00000129925.6	187	125	312	0.5811101752260001	SG038	S76
19	49990811	49995565	ENSG00000142541.12	2111	2822	4933	-0.41879140925	SG045	S56
2	75061115	75120486	ENSG00000159399.5	118	69	187	0.774118592584	SG043	S85
17	3575493	3599698	ENSG00000083454.17	318	993	1311	-1.64276695224	SG044	S63
12	108681821	108733118	ENSG00000174600.9	9	38	47	-2.078002512	SG023	S16
17	49242796	49249108	ENSG00000243678.7	225	325	550	-0.530514716699	SG006	S29
2	54683422	54896812	ENSG00000115306.11	316	232	548	0.44579975305	SG003	S27
10	75757872	75879918	ENSG00000035403.12	105	51	156	1.04182017569	SG148	S71
3	156257929	156272973	ENSG00000114850.2	482	639	1121	-0.406782784717	SG027	S22
8	103540968	103550896	ENSG00000253633.1	6	46	52	-2.9385994553400003	SG026	S17
X	152710178	152736045	ENSG00000183479.8	34	3	37	3.50250034053	SG022	S12
19	54024235	54083523	ENSG00000130844.12	8	33	41	-2.04439411936	SG149	S90
6	33738979	33756913	ENSG00000161904.7	174	115	289	0.597453444904	SG030	S20
17	49242796	49249108	ENSG00000243678.7	432	328	760	0.397335497545	SG043	S85
11	71164155	71235153	ENSG00000172890.7	168	108	276	0.637429920615	SG152	S68
13	110958159	111165374	ENSG00000134871.13	61	27	88	1.1758498354	SG155	S19
X	53559057	53713673	ENSG00000086758.11	39	5	44	2.96347412397	SG046	S81
5	169291268	169407744	ENSG00000204767.3	3	29	32	-3.27301849441	SG003	S27
19	14844559	14889353	ENSG00000127507.13	9	34	43	-1.91753783981	SG001	S25
1	169631245	169823221	ENSG00000000460.12	459	199	658	1.20572572287	SG003	S27
15	90773207	90776935	ENSG00000185043.6	92	33	125	1.4791678366999998	SG041	S82
11	77779398	77791265	ENSG00000151366.8	47	107	154	-1.18687813472	SG152	S70
1	220921567	220958150	ENSG00000117791.11	43	0	43	inf	SG152	S70
2	114647537	114720173	ENSG00000115091.7	321	224	545	0.5190745650649999	SG027	S45
20	61509090	61569304	ENSG00000101191.12	144	92	236	0.646363045385	SG001	S1
8	11415975	11417529	ENSG00000255354.1	132	48	180	1.4594316186399998	SG148	S67
9	19375995	19380252	ENSG00000137154.8	45	104	149	-1.20858662181	SG045	S56
19	1026298	1039068	ENSG00000064666.10	1735	1511	3246	0.199432002301	SG039	S51
12	130880682	131002462	ENSG00000060709.9	0	12	12	-inf	SG031	S46
11	289138	296107	ENSG00000142102.11	212	488	700	-1.202816883	SG151	S64
16	19714902	19729016	ENSG00000103550.9	4	45	49	-3.4918530963300003	SG150	S92
6	129897277	130031370	ENSG00000146376.6	22	57	79	-1.37345839553	SG003	S3
1	160510885	160549306	ENSG00000066294.10	78	134	212	-0.7806869715960001	SG155	S42
7	134777115	134855547	ENSG00000122783.12	277	407	684	-0.555142818217	SG155	S41
6	169857307	170102159	ENSG00000184465.11	172	104	276	0.7258250365610001	SG041	S58
16	3493611	3536963	ENSG00000122390.13	249	160	409	0.638073837181	SG046	S81
5	96149731	96271097	ENSG00000247121.2	616	139	755	2.1478454679700003	SG023	S39
19	7753644	7767032	ENSG00000104921.10	1432	2518	3950	-0.8142467904549999	SG040	S50
7	64126511	64171404	ENSG00000196247.7	81	34	115	1.25238716163	SG037	S54
3	16355081	16555533	ENSG00000131378.9	189	310	499	-0.7138819810529999	SG155	S19
1	26856252	26901521	ENSG00000117676.9	211	146	357	0.531274629827	SG150	S93
3	196673214	196695742	ENSG00000119227.3	28	62	90	-1.14684138833	SG038	S52
19	18283972	18288927	ENSG00000216490.3	734	878	1612	-0.258440876692	SG007	S5
2	177134123	177202753	ENSG00000128654.9	84	45	129	0.900464326449	SG022	S35
3	12328867	12475855	ENSG00000132170.15	5	24	29	-2.26303440583	SG002	S31
2	239008798	239041928	ENSG00000144488.10	41	11	52	1.89812038598	SG024	S36
16	2867164	2876305	ENSG00000007038.6	7	29	36	-2.05062607307	SG151	S88
10	101635334	101769676	ENSG00000107554.11	94	50	144	0.910732661903	SG022	S11
16	1845621	1876967	ENSG00000063854.8	21	50	71	-1.251538767	SG001	S25
15	34671272	34880704	ENSG00000175265.13	60	109	169	-0.8612937291680001	SG024	S36
1	7844380	7905237	ENSG00000049246.10	28	3	31	3.22239242134	SG039	S74
22	43547520	43559248	ENSG00000100300.13	109	171	280	-0.649668190109	SG030	S20
19	47104493	47114050	ENSG00000160014.12	1029	1250	2279	-0.280685112655	SG001	S1
19	617223	633597	ENSG00000099821.9	18	49	67	-1.4447848426700003	SG046	S81
16	3415099	3536960	ENSG00000262621.2	180	106	286	0.763932641766	SG150	S93
11	102391239	102401484	ENSG00000137673.4	9	40	49	-2.15200309345	SG037	S54
6	57179603	57513375	ENSG00000146143.13	37	8	45	2.20945336563	SG039	S51
22	23198937	23199213	ENSG00000253234.1	20	2	22	3.32192809489	SG030	S43
1	182992595	183114727	ENSG00000135862.5	177	290	467	-0.712303539932	SG152	S70
17	45900638	45908900	ENSG00000159111.8	207	142	349	0.543739837995	SG148	S71
12	109038885	109125372	ENSG00000110880.6	140	202	342	-0.528928465807	SG152	S68
1	6051526	6161253	ENSG00000069424.10	548	753	1301	-0.458473971711	SG043	S62
2	231729354	231743963	ENSG00000135916.11	289	159	448	0.862042727216	SG155	S42
2	231068340	231177930	ENSG00000079263.14	48	115	163	-1.2605275502200002	SG148	S94
2	64370373	64479993	ENSG00000225889.3	71	157	228	-1.14487362939	SG024	S36
19	49375649	49379314	ENSG00000087074.7	217	135	352	0.684735635394	SG031	S95
7	43648055	43769316	ENSG00000106603.13	258	341	599	-0.402400673601	SG069	S47
12	92378756	92535489	ENSG00000257242.2	33	8	41	2.04439411936	SG030	S43
19	18682540	18688360	ENSG00000221983.3	765	559	1324	0.452611464737	SG040	S73
11	118868852	118886421	ENSG00000186166.4	41	16	57	1.35755200462	SG038	S52
16	475619	573011	ENSG00000090565.11	0	35	35	-inf	SG031	S46
6	154475631	154677926	ENSG00000074706.9	167	108	275	0.628816790311	SG022	S12
8	29190581	29208185	ENSG00000120875.4	1144	851	1995	0.426856015092	SG043	S85
2	89291928	89292450	ENSG00000240671.1	12	78	90	-2.70043971814	SG027	S45
22	22569184	22569660	ENSG00000211642.2	49	1	50	5.614709844119999	SG040	S49
12	113344582	113369990	ENSG00000089127.8	483	795	1278	-0.718931671336	SG041	S82
18	61570135	61603345	ENSG00000242550.1	19	110	129	-2.53343220008	SG039	S51
14	77893018	77924212	ENSG00000151445.11	10	33	43	-1.72246602447	SG069	S48
5	179261436	179285887	ENSG00000161010.10	162	337	499	-1.0567547783	SG043	S61
14	106494135	106494597	ENSG00000211937.2	114	21	135	2.4405725913900005	SG031	S23
7	142498725	142500432	ENSG00000211772.4	13	0	13	inf	SG039	S51
6	144261437	144385735	ENSG00000118495.14	38	76	114	-1.0	SG024	S36
3	195754054	195809060	ENSG00000072274.8	1100	916	2016	0.264084020315	SG150	S69
1	161552880	161575452	ENSG00000244682.3	1	46	47	-5.523561956059999	SG042	S84
10	75008621	75012451	ENSG00000182180.9	106	52	158	1.02748073642	SG041	S58
6	130334844	130462594	ENSG00000198945.3	26	5	31	2.37851162325	SG037	S77
19	47759237	47775210	ENSG00000105321.8	84	152	236	-0.8556100906649999	SG003	S27
8	98285717	98290176	ENSG00000180543.3	18	0	18	inf	SG043	S62
17	37026112	37078023	ENSG00000002834.13	327	242	569	0.434283588223	SG007	S5
4	5749811	5894785	ENSG00000072832.10	37	11	48	1.75002174699	SG045	S56
5	6714718	6757161	ENSG00000112941.8	230	429	659	-0.8993437865549999	SG152	S70
1	1634169	1655766	ENSG00000008128.18	36	135	171	-1.90689059561	SG149	S66
7	1036622	1177896	ENSG00000146540.10	927	1142	2069	-0.300921406737	SG025	S34
3	42642106	42690227	ENSG00000114857.13	230	164	394	0.487938046326	SG150	S69
7	44143960	44154161	ENSG00000106624.4	19	1	20	4.2479275134400005	SG001	S25
19	46969748	46974820	ENSG00000182013.13	18	0	18	inf	SG023	S39
1	65613232	65697828	ENSG00000162433.10	61	29	90	1.07275634244	SG002	S7
X	19552093	19905719	ENSG00000147010.13	143	61	204	1.22913399922	SG031	S23
5	27472399	27496508	ENSG00000250337.1	25	6	31	2.05889368905	SG155	S41
5	177019159	177023125	ENSG00000184840.7	205	322	527	-0.651436778609	SG027	S44
